origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.01,1.3748437163391145
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.01,0.7870514543572841
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.01,0.44444358125878125
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.01,0.23853558033178351
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.025,1.4352608822124804
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.025,0.8328477453124894
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.025,0.47102972447411595
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.025,0.25250536556147735
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.05,1.4854874530820614
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.05,0.8745338898176621
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.05,0.4940317592843608
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.05,0.27060924995005453
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.1,1.5582087162799252
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.1,0.9263559577613746
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.1,0.5349672136531305
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.1,0.29926892869548827
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.15,1.6140428054794296
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.15,0.9713801147646426
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.15,0.5620087519337288
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.15,0.3197871881670619
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.2,1.6798837008126524
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.2,1.0026767019641498
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.2,0.589889800102429
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.2,0.3379649148130539
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.25,1.7322878105843162
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.25,1.042197546610951
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.25,0.6166163601099134
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.25,0.3571915809256676
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.3,1.8195380114862507
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.3,1.092107668030417
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.3,0.6426103935931925
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.3,0.37296467758342305
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.35,1.8828906381013768
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.35,1.147552512626001
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.35,0.6778893900601521
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.35,0.391159148085517
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.4,1.929507325744536
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.4,1.1834877274046902
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.4,0.7093976813897336
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.4,0.4128289929124667
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.45,1.9892264767807422
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.45,1.2286531587682727
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.45,0.7368656760649537
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.45,0.4327638591434075
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.5,2.05645074626691
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.5,1.2725620298494895
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.5,0.7674960360877268
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.5,0.45416206957998095
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.55,2.110976659337455
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.55,1.3166325533589838
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.55,0.8020207490288674
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.55,0.47520629110257695
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.6,2.194171496304909
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.6,1.3664884367438028
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.6,0.8376530554122111
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.6,0.49837820958115026
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.65,2.273932182930135
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.65,1.4247376887603582
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.65,0.8716581669660644
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.65,0.5242949413236488
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.7,2.3678179456167707
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.7,1.4859278723237104
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.7,0.9086969753019953
