origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.010,0.0
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.025,0.0
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.050,112.19000000000048
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.100,547.8000000000004
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.150,782.47
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.200,958.64
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.250,1113.0000000000002
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.300,1237.8000000000002
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.350,1356.0000000000002
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.400,1473.8600000000001
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.450,1575.9850000000004
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.500,1664.0000000000002
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.550,1769.3
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.600,1868.9
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.650,1996.1999999999998
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.700,2113.18
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.750,2228.7
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.800,2382.4000000000005
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.850,2562.7000000000003
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.900,2797.0600000000004
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.950,3218.6050000000005
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.975,3727.4175000000005
2026-04-08,ILI incidence,1,2026-04-05,AT,quantile,0.990,4488.5
2026-04-08,ILI incidence,1,2026-04-05,AT,median,,1664.0000000000002
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.010,0.0
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.025,0.0
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.050,0.0
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.100,226.89000000000024
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.150,527.235
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.200,765.5799999999999
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.250,959.75
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.300,1123.54
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.350,1274.8000000000004
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.400,1420.4000000000003
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.450,1543.9550000000002
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.500,1675.75
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.550,1807.345
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.600,1936.7399999999996
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.650,2078.57
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.700,2231.79
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.750,2391.125
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.800,2570.1200000000003
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.850,2800.2299999999996
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.900,3132.53
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.950,3717.4799999999987
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.975,4268.124999999999
2026-04-08,ILI incidence,2,2026-04-12,AT,quantile,0.990,4850.116
2026-04-08,ILI incidence,2,2026-04-12,AT,median,,1675.75
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.010,0.0
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.025,0.0
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.050,0.0
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.100,0.0
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.150,323.5550000000003
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.200,571.4000000000001
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.250,792.1249999999998
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.300,991.9700000000003
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.350,1171.595
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.400,1347.1
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.450,1512.3000000000002
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.500,1667.2000000000003
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.550,1821.2450000000001
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.600,1984.7999999999995
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.650,2154.105
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.700,2330.89
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.750,2515.025
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.800,2739.22
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.850,3000.5300000000007
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.900,3350.22
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.950,3991.005
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.975,4556.5025
2026-04-08,ILI incidence,3,2026-04-19,AT,quantile,0.990,5156.847000000003
2026-04-08,ILI incidence,3,2026-04-19,AT,median,,1667.2000000000003
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.010,0.0
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.025,0.0
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.050,0.0
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.100,0.0
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.150,134.58499999999975
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.200,430.5599999999998
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.250,697.6749999999997
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.300,919.4799999999997
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.350,1108.595
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.400,1299.0200000000004
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.450,1485.0100000000002
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.500,1660.5500000000002
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.550,1842.945
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.600,2016.6
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.650,2207.6699999999996
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.700,2403.39
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.750,2626.3500000000004
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.800,2875.880000000001
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.850,3196.545
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.900,3594.6200000000003
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.950,4208.954999999996
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.975,4775.442499999999
2026-04-08,ILI incidence,4,2026-04-26,AT,quantile,0.990,5470.9670000000015
2026-04-08,ILI incidence,4,2026-04-26,AT,median,,1660.5500000000002
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.010,0.0
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.025,0.0
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.050,0.0
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.100,0.0
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.150,0.0
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.200,0.0
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.250,14.399999999999991
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.300,28.400000000000066
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.350,41.599999999999994
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.400,53.19999999999998
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.450,64.10000000000001
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.500,74.4
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.550,83.6
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.600,94.5
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.650,106.0
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.700,117.3
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.750,132.32500000000002
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.800,151.2
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.850,176.72999999999993
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.900,220.6200000000002
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.950,321.7249999999997
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.975,390.5
2026-04-08,ILI incidence,1,2026-04-05,BE,quantile,0.990,497.80800000000016
2026-04-08,ILI incidence,1,2026-04-05,BE,median,,74.4
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.010,0.0
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.025,0.0
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.050,0.0
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.100,0.0
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.150,0.0
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.200,0.0
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.250,0.0
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.300,11.900000000000018
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.350,29.46499999999994
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.400,46.00000000000001
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.450,59.70000000000003
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.500,73.69999999999999
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.550,87.69999999999999
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.600,102.3
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.650,117.5
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.700,133.12999999999994
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.750,153.7
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.800,176.8
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.850,211.51499999999996
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.900,266.73000000000013
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.950,364.505
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.975,445.8474999999994
2026-04-08,ILI incidence,2,2026-04-12,BE,quantile,0.990,531.104
2026-04-08,ILI incidence,2,2026-04-12,BE,median,,73.69999999999999
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.010,0.0
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.025,0.0
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.050,0.0
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.100,0.0
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.150,0.0
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.200,0.0
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.250,0.0
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.300,0.0
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.350,20.59999999999998
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.400,38.9
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.450,56.55500000000005
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.500,73.99999999999996
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.550,92.0
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.600,110.5
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.650,130.8
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.700,151.8
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.750,175.89999999999998
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.800,202.4
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.850,245.1299999999999
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.900,306.8400000000001
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.950,411.5299999999997
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.975,492.2099999999999
2026-04-08,ILI incidence,3,2026-04-19,BE,quantile,0.990,577.4050000000002
2026-04-08,ILI incidence,3,2026-04-19,BE,median,,73.99999999999996
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.010,0.0
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.025,0.0
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.050,0.0
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.100,0.0
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.150,0.0
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.200,0.0
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.250,0.0
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.300,0.0
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.350,7.399999999999972
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.400,31.39999999999998
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.450,53.65499999999998
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.500,73.59999999999997
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.550,94.89999999999999
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.600,116.93999999999997
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.650,140.2
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.700,165.79999999999998
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.750,195.55
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.800,230.01999999999998
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.850,276.92999999999995
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.900,342.49999999999994
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.950,446.49999999999994
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.975,526.0024999999999
2026-04-08,ILI incidence,4,2026-04-26,BE,quantile,0.990,628.2070000000002
2026-04-08,ILI incidence,4,2026-04-26,BE,median,,73.59999999999997
2026-04-08,ILI incidence,1,2026-04-05,HR,quantile,0.010,0.0
2026-04-08,ILI incidence,1,2026-04-05,HR,quantile,0.025,0.0
2026-04-08,ILI incidence,1,2026-04-05,HR,quantile,0.050,0.0
