origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.01,917.9229304190131
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.025,1053.15507090452
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.05,1185.2757350804309
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.1,1358.2818656255552
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.15,1489.0475278955505
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.2,1601.890682092804
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.25,1705.486775820954
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.3,1804.2131575004244
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.35,1900.7893658768603
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.4,1997.2038689189606
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.45,2095.13577435831
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.5,2196.1999054762414
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.55,2302.1367927980264
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.6,2415.013450737942
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.65,2537.4974336518603
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.7,2673.3032558600603
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.75,2828.0212927681832
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.8,3010.8631785428847
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.85,3238.9553264204474
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.9,3550.6455760285266
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.95,4068.6166008128607
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.975,4578.674810540348
2026-04-15,ILI incidence,2026-04-12,1,AT,quantile,0.99,5252.636909923954
2026-04-15,ILI incidence,2026-04-12,1,AT,median,,2196.1999054762414
