origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.01,3.063823607189392
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.01,1.9160781477476114
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.01,1.1541509732958959
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.01,0.6604287777411845
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.025,3.1245806692945166
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.025,1.9790905104258927
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.025,1.1924304466642277
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.025,0.6888211617500168
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.05,3.1926690503311925
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.05,2.0185493174570084
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.05,1.228678574712801
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.05,0.7151675814287174
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.1,3.311520495025704
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.1,2.0840504324467948
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.1,1.2688813722776013
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.1,0.7599436670869826
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.15,3.4149011672772183
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.15,2.1395788311577535
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.15,1.3122296779569516
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.15,0.7895258820427483
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.2,3.5100699664641297
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.2,2.209002549338228
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.2,1.3621345344570326
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.2,0.8189519882648841
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.25,3.604212717632205
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.25,2.269219986401676
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.25,1.4046749554675602
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.25,0.8471800172217365
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.3,3.7315057877345046
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.3,2.3366158034948494
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.3,1.448667027797746
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.3,0.8727873903700382
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.35,3.8598761387612233
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.35,2.4023552014264764
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.35,1.48785706561276
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.35,0.9015361064541298
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.4,3.9745765295121673
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.4,2.4980139733175193
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.4,1.5349095120564649
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.4,0.9360497495457433
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.45,4.1063365903435205
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.45,2.5835479052095116
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.45,1.5939651450429304
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.45,0.9691596151461686
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.5,4.231433638290105
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.5,2.66710678472851
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.5,1.6449619075854045
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.5,0.9981001950012114
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.55,4.362074081910507
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.55,2.755839600333481
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.55,1.7034967251389075
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.55,1.0326544624742995
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.6,4.488812540875828
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.6,2.8373584481240233
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.6,1.7579604857399729
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.6,1.0707294460178933
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.65,4.620402107307655
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.65,2.9175808514176556
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.65,1.8157373679869175
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.65,1.108235440043875
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.7,4.777535873989834
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.7,3.0199537916960963
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.7,1.8862111702422213
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.7,1.1499902657360241
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.75,4.950371701216536
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.75,3.1227570100926476
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.75,1.9658513898558176
2026-04-15,ILI incidence,2026-05-03,4,CZ,quantile,0.75,1.2041864513701033
2026-04-15,ILI incidence,2026-04-12,1,CZ,quantile,0.8,5.1442666886254385
2026-04-15,ILI incidence,2026-04-19,2,CZ,quantile,0.8,3.258711666606792
2026-04-15,ILI incidence,2026-04-26,3,CZ,quantile,0.8,2.045287561243819
