target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,CH,2026-04-08,2026-04-19,0.7,3,quantile,58.1178376793465
ILI incidence,CH,2026-04-08,2026-04-19,0.75,3,quantile,67.0622872721606
ILI incidence,CH,2026-04-08,2026-04-19,0.8,3,quantile,82.4553823778131
ILI incidence,CH,2026-04-08,2026-04-19,0.85,3,quantile,97.3605597065744
ILI incidence,CH,2026-04-08,2026-04-19,0.9,3,quantile,124.831217396498
ILI incidence,CH,2026-04-08,2026-04-19,0.95,3,quantile,169.36309974619
ILI incidence,CH,2026-04-08,2026-04-19,0.975,3,quantile,208.760859430686
ILI incidence,CH,2026-04-08,2026-04-19,0.99,3,quantile,264.303264151025
ILI incidence,CH,2026-04-08,2026-04-26,0.01,4,quantile,0
ILI incidence,CH,2026-04-08,2026-04-26,0.025,4,quantile,0.931825562893779
ILI incidence,CH,2026-04-08,2026-04-26,0.05,4,quantile,2.39846828330486
ILI incidence,CH,2026-04-08,2026-04-26,0.1,4,quantile,4.73313958347794
ILI incidence,CH,2026-04-08,2026-04-26,0.15,4,quantile,6.84165807677992
ILI incidence,CH,2026-04-08,2026-04-26,0.2,4,quantile,9.20461157536504
ILI incidence,CH,2026-04-08,2026-04-26,0.25,4,quantile,12.5218305359767
ILI incidence,CH,2026-04-08,2026-04-26,0.3,4,quantile,15.6538630588816
ILI incidence,CH,2026-04-08,2026-04-26,0.35,4,quantile,18.7192028349234
ILI incidence,CH,2026-04-08,2026-04-26,0.4,4,quantile,22.153574866646
ILI incidence,CH,2026-04-08,2026-04-26,0.45,4,quantile,25.9376418250679
ILI incidence,CH,2026-04-08,2026-04-26,0.5,4,quantile,31.0590919855707
ILI incidence,CH,2026-04-08,2026-04-26,0.55,4,quantile,35.6716462517979
ILI incidence,CH,2026-04-08,2026-04-26,0.6,4,quantile,41.3288404021908
ILI incidence,CH,2026-04-08,2026-04-26,0.65,4,quantile,48.9473157956896
ILI incidence,CH,2026-04-08,2026-04-26,0.7,4,quantile,56.7418174248584
ILI incidence,CH,2026-04-08,2026-04-26,0.75,4,quantile,68.111583392124
ILI incidence,CH,2026-04-08,2026-04-26,0.8,4,quantile,83.4924522779246
ILI incidence,CH,2026-04-08,2026-04-26,0.85,4,quantile,103.434158797213
ILI incidence,CH,2026-04-08,2026-04-26,0.9,4,quantile,138.264318295776
ILI incidence,CH,2026-04-08,2026-04-26,0.95,4,quantile,178.428134628973
ILI incidence,CH,2026-04-08,2026-04-26,0.975,4,quantile,222.059804626171
ILI incidence,CH,2026-04-08,2026-04-26,0.99,4,quantile,286.346821579892
ILI incidence,CH,2026-04-08,2026-04-05,,1,median,32.1767963459067
ILI incidence,CH,2026-04-08,2026-04-12,,2,median,31.3718652985875
ILI incidence,CH,2026-04-08,2026-04-19,,3,median,31.0297850850389
ILI incidence,CH,2026-04-08,2026-04-26,,4,median,31.0590919855707
ILI incidence,CZ,2026-04-08,2026-04-05,0.01,1,quantile,0.455071007866971
ILI incidence,CZ,2026-04-08,2026-04-05,0.025,1,quantile,0.881921786754311
ILI incidence,CZ,2026-04-08,2026-04-05,0.05,1,quantile,1.3260518964377
ILI incidence,CZ,2026-04-08,2026-04-05,0.1,1,quantile,2.38479082464655
ILI incidence,CZ,2026-04-08,2026-04-05,0.15,1,quantile,3.6366139168877
ILI incidence,CZ,2026-04-08,2026-04-05,0.2,1,quantile,4.9235846911015
ILI incidence,CZ,2026-04-08,2026-04-05,0.25,1,quantile,6.43346418396773
ILI incidence,CZ,2026-04-08,2026-04-05,0.3,1,quantile,8.06537490800189
ILI incidence,CZ,2026-04-08,2026-04-05,0.35,1,quantile,10.3933018685942
ILI incidence,CZ,2026-04-08,2026-04-05,0.4,1,quantile,12.6988610272867
ILI incidence,CZ,2026-04-08,2026-04-05,0.45,1,quantile,15.2943315740014
ILI incidence,CZ,2026-04-08,2026-04-05,0.5,1,quantile,17.3097554339307
ILI incidence,CZ,2026-04-08,2026-04-05,0.55,1,quantile,20.5364322430748
ILI incidence,CZ,2026-04-08,2026-04-05,0.6,1,quantile,23.2343460997325
ILI incidence,CZ,2026-04-08,2026-04-05,0.65,1,quantile,25.8808267797569
ILI incidence,CZ,2026-04-08,2026-04-05,0.7,1,quantile,29.4305000590152
ILI incidence,CZ,2026-04-08,2026-04-05,0.75,1,quantile,33.8432468833021
ILI incidence,CZ,2026-04-08,2026-04-05,0.8,1,quantile,39.9499064030222
ILI incidence,CZ,2026-04-08,2026-04-05,0.85,1,quantile,46.4199236503341
ILI incidence,CZ,2026-04-08,2026-04-05,0.9,1,quantile,54.9638585645092
ILI incidence,CZ,2026-04-08,2026-04-05,0.95,1,quantile,75.81484979677
ILI incidence,CZ,2026-04-08,2026-04-05,0.975,1,quantile,88.6110814796837
ILI incidence,CZ,2026-04-08,2026-04-05,0.99,1,quantile,100.489266029826
ILI incidence,CZ,2026-04-08,2026-04-12,0.01,2,quantile,0.141871536275115
ILI incidence,CZ,2026-04-08,2026-04-12,0.025,2,quantile,0.988818556767218
ILI incidence,CZ,2026-04-08,2026-04-12,0.05,2,quantile,1.85163855430264
ILI incidence,CZ,2026-04-08,2026-04-12,0.1,2,quantile,3.70811130882098
ILI incidence,CZ,2026-04-08,2026-04-12,0.15,2,quantile,4.71821467730133
ILI incidence,CZ,2026-04-08,2026-04-12,0.2,2,quantile,6.11409469091152
ILI incidence,CZ,2026-04-08,2026-04-12,0.25,2,quantile,7.28198123156181
ILI incidence,CZ,2026-04-08,2026-04-12,0.3,2,quantile,9.19345888862321
ILI incidence,CZ,2026-04-08,2026-04-12,0.35,2,quantile,10.7685438609892
ILI incidence,CZ,2026-04-08,2026-04-12,0.4,2,quantile,12.925399596982
ILI incidence,CZ,2026-04-08,2026-04-12,0.45,2,quantile,14.9649081268142
ILI incidence,CZ,2026-04-08,2026-04-12,0.5,2,quantile,17.5137254825912
ILI incidence,CZ,2026-04-08,2026-04-12,0.55,2,quantile,20.6170978096624
ILI incidence,CZ,2026-04-08,2026-04-12,0.6,2,quantile,24.1439561224472
ILI incidence,CZ,2026-04-08,2026-04-12,0.65,2,quantile,28.2852202027307
ILI incidence,CZ,2026-04-08,2026-04-12,0.7,2,quantile,33.3948067321766
ILI incidence,CZ,2026-04-08,2026-04-12,0.75,2,quantile,38.2209527485143
ILI incidence,CZ,2026-04-08,2026-04-12,0.8,2,quantile,44.9456880295285
ILI incidence,CZ,2026-04-08,2026-04-12,0.85,2,quantile,54.1732384399107
ILI incidence,CZ,2026-04-08,2026-04-12,0.9,2,quantile,66.891450378655
