"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-04-22,1,2026-04-19,0.4,14,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.45,14,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.5,15,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.55,15,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.6,15,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.65,16,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.7,16,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.75,17,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.8,18,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.85,19.15,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.9,20,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.95,23,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.975,25.05,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.99,26.01,"quantile","ILI incidence","CZ"
2026-04-22,1,2026-04-19,0.01,65.99,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.025,67.475,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.05,71.95,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.1,74.8,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.15,77,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.2,79,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.25,80.75,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.3,81.7,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.35,83,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.4,84,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.45,86,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.5,87,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.55,88,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.6,90,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.65,91,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.7,93,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.75,95,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.8,96,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.85,98,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.9,99.3,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.95,103.05,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.975,104.525,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.99,107.06,"quantile","ILI incidence","DK"
2026-04-22,1,2026-04-19,0.01,209.89,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.025,211,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.05,215.8,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.1,221,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.15,226,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.2,229.8,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.25,232,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.3,238,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.35,239,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.4,240.6,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.45,242,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.5,244.5,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.55,245.45,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.6,247.4,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.65,250,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.7,252,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.75,255,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.8,258,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.85,260.15,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.9,263.1,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.95,267.05,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.975,273.575,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.99,277,"quantile","ILI incidence","EE"
2026-04-22,1,2026-04-19,0.01,115.99,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.025,117.475,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.05,118,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.1,120.9,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.15,124,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.2,126.8,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.25,128.75,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.3,131.7,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.35,133,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.4,134.6,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.45,136,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.5,138,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.55,138.45,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.6,140,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.65,142,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.7,144.3,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.75,146.25,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.8,148.2,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.85,150,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.9,151,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.95,154.1,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.975,158.525,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.99,160.05,"quantile","ILI incidence","FR"
2026-04-22,1,2026-04-19,0.01,525.96,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.025,537.375,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.05,543.85,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.1,554.9,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.15,560.85,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.2,563,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.25,566.5,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.3,569.7,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.35,572,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.4,576.6,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.45,580,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.5,585,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.55,587.45,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.6,589.8,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.65,594.35,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.7,597.6,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.75,601.25,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.8,603.2,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.85,605.3,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.9,612.1,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.95,622,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.975,628.725,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.99,636.04,"quantile","ILI incidence","GR"
2026-04-22,1,2026-04-19,0.01,146.98,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.025,149.95,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.05,151.95,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.1,156,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.15,159,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.2,163,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.25,166,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.3,167,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.35,168.65,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.4,170,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.45,170.55,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.5,173,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.55,174,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.6,176,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.65,178,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.7,178.3,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.75,180,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.8,181,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.85,182.15,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.9,185,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.95,189,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.975,194.575,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.99,198.15,"quantile","ILI incidence","HU"
2026-04-22,1,2026-04-19,0.01,0,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.025,0,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.05,0,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.1,1,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.15,1,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.2,1,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.25,1,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.3,1.7,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.35,2,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.4,2,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.45,2,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.5,2,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.55,2.45,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.6,3,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.65,3,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.7,3,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.75,3,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.8,4,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.85,4,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.9,5,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.95,6,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.975,6,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.99,6.01,"quantile","ILI incidence","IE"
2026-04-22,1,2026-04-19,0.01,195.97,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.025,197.95,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.05,199.95,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.1,206.9,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.15,209,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.2,211.8,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.25,215.75,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.3,219.4,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.35,222,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.4,224,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.45,226.55,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.5,228.5,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.55,230,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.6,232,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.65,234.05,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.7,239,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.75,241.25,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.8,243,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.85,247,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.9,249.2,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.95,255.05,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.975,259.575,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.99,263.02,"quantile","ILI incidence","IT"
2026-04-22,1,2026-04-19,0.01,19,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.025,21.475,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.05,22.95,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.1,26,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.15,27,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.2,28.8,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.25,30,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.3,30,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.35,31,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.4,31.6,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.45,32.55,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.5,34,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.55,34,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.6,35,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.65,35,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.7,36.3,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.75,38,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.8,38,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.85,39,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.9,41.1,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.95,43,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.975,44,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.99,45.01,"quantile","ILI incidence","LV"
2026-04-22,1,2026-04-19,0.01,6.97,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.025,7.475,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.05,8,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.1,8.9,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.15,9,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.2,9.8,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.25,10,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.3,10,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.35,11,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.4,11,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.45,11,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.5,12,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.55,12.45,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.6,13,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.65,14,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.7,14,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.75,14.25,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.8,16,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.85,17,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.9,18,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.95,20,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.975,20.525,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.99,22.01,"quantile","ILI incidence","LT"
2026-04-22,1,2026-04-19,0.01,1689.91,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.025,1708.55,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.05,1736.95,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.1,1750.7,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.15,1757.85,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.2,1763.8,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.25,1768.75,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.3,1779.7,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.35,1781.65,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.4,1786.6,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.45,1794.2,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.5,1800.5,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.55,1806.8,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.6,1813.4,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.65,1817,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.7,1823.2,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.75,1835,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.8,1846.4,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.85,1854.15,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.9,1865.1,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.95,1874.1,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.975,1886.1,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.99,1890.1,"quantile","ILI incidence","LU"
2026-04-22,1,2026-04-19,0.01,3600.9,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.025,3616.475,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.05,3632.95,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.1,3648.7,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.15,3661.85,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.2,3677.4,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.25,3680.75,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.3,3693.9,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.35,3704.65,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.4,3709,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.45,3714.1,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.5,3727.5,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.55,3740.9,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.6,3747,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.65,3750.35,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.7,3763.6,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.75,3771.25,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.8,3786.4,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.85,3802.3,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.9,3820,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.95,3831.4,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.975,3857.3,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.99,3876,"quantile","ILI incidence","MT"
2026-04-22,1,2026-04-19,0.01,0,"quantile","ILI incidence","NL"
2026-04-22,1,2026-04-19,0.025,0,"quantile","ILI incidence","NL"
2026-04-22,1,2026-04-19,0.05,0,"quantile","ILI incidence","NL"
2026-04-22,1,2026-04-19,0.1,0,"quantile","ILI incidence","NL"
2026-04-22,1,2026-04-19,0.15,0,"quantile","ILI incidence","NL"
2026-04-22,1,2026-04-19,0.2,0,"quantile","ILI incidence","NL"
2026-04-22,1,2026-04-19,0.25,0,"quantile","ILI incidence","NL"
2026-04-22,1,2026-04-19,0.3,0,"quantile","ILI incidence","NL"
2026-04-22,1,2026-04-19,0.35,0,"quantile","ILI incidence","NL"
2026-04-22,1,2026-04-19,0.4,0,"quantile","ILI incidence","NL"
