"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-04-08,2,2026-04-12,0.025,116.95,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.05,118,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.1,122,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.15,123,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.2,124,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.25,125,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.3,128,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.35,129,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.4,131.6,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.45,133,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.5,134,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.55,136,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.6,138,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.65,138.35,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.7,141.3,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.75,144,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.8,146,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.85,148,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.9,153,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.95,156.15,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.975,159.525,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.99,166.08,"quantile","ILI incidence","LV"
2026-04-08,2,2026-04-12,0.01,32.99,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.025,39,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.05,40,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.1,42,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.15,43,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.2,44,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.25,44.75,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.3,45,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.35,46,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.4,47,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.45,48,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.5,49,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.55,50,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.6,51.4,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.65,52.35,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.7,53,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.75,53.25,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.8,55,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.85,55,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.9,57,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.95,60,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.975,61,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.99,62.05,"quantile","ILI incidence","LT"
2026-04-08,2,2026-04-12,0.01,3159.87,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.025,3176.75,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.05,3192,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.1,3203.4,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.15,3223.85,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.2,3227.8,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.25,3237,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.3,3247.4,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.35,3251.65,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.4,3267.4,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.45,3273.1,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.5,3277,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.55,3285.45,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.6,3288.8,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.65,3305.75,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.7,3315.7,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.75,3329,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.8,3338.6,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.85,3352,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.9,3363.2,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.95,3381.4,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.975,3398.675,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.99,3403.03,"quantile","ILI incidence","LU"
2026-04-08,2,2026-04-12,0.01,4463.74,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.025,4469.375,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.05,4491.75,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.1,4507.5,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.15,4525.85,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.2,4533.6,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.25,4541,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.3,4553.7,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.35,4560.3,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.4,4566,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.45,4571,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.5,4575,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.55,4591.7,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.6,4600.6,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.65,4609,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.7,4614.9,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.75,4636,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.8,4648.2,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.85,4667.45,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.9,4683,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.95,4702,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.975,4729.05,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.99,4753.03,"quantile","ILI incidence","MT"
2026-04-08,2,2026-04-12,0.01,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.025,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.05,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.1,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.15,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.2,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.25,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.3,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.35,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.4,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.45,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.5,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.55,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.6,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.65,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.7,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.75,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.8,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.85,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.9,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.95,0,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.975,0.524999999999991,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.99,1.01000000000001,"quantile","ILI incidence","NL"
2026-04-08,2,2026-04-12,0.01,23.99,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.025,25.475,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.05,28,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.1,30,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.15,31,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.2,33,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.25,34,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.3,34,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.35,35,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.4,36.6,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.45,37,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.5,38,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.55,38.45,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.6,40,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.65,41,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.7,42,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.75,42,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.8,43,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.85,44,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.9,46,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.95,50.05,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.975,52.525,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.99,55.02,"quantile","ILI incidence","NO"
2026-04-08,2,2026-04-12,0.01,229.99,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.025,236.325,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.05,242,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.1,250.8,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.15,255,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.2,259,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.25,263.5,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.3,267,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.35,270,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.4,272.6,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.45,275,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.5,277,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.55,280,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.6,281.4,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.65,283,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.7,286,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.75,288,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.8,290,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.85,295,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.9,299,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.95,305.15,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.975,313.2,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.99,326.05,"quantile","ILI incidence","PL"
2026-04-08,2,2026-04-12,0.01,41.99,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.025,43.475,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.05,46,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.1,48,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.15,49.85,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.2,51,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.25,52,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.3,53,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.35,55,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.4,56.6,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.45,58,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.5,58,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.55,59,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.6,60,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.65,62,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.7,63,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.75,65,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.8,65,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.85,69,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.9,71,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.95,74.05,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.975,75,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.99,77.04,"quantile","ILI incidence","RO"
2026-04-08,2,2026-04-12,0.01,180.97,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.025,182.425,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.05,184.95,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.1,190.9,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.15,195,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.2,195,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.25,197,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.3,199,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.35,200,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.4,204,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.45,207,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.5,208,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.55,210.45,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.6,213,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.65,214.35,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.7,216,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.75,218,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.8,220.2,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.85,223.15,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.9,230.1,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.95,234.05,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.975,238.05,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.99,241.11,"quantile","ILI incidence","SK"
2026-04-08,2,2026-04-12,0.01,3.99,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.025,4,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.05,5,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.1,6,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.15,6,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.2,6.8,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.25,7,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.3,7,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.35,8,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.4,9,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.45,9,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.5,9,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.55,10,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.6,10,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.65,10,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.7,11,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.75,12,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.8,12,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.85,13,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.9,14,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.95,15,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.975,17.05,"quantile","ILI incidence","SI"
2026-04-08,2,2026-04-12,0.99,21.02,"quantile","ILI incidence","SI"
2026-04-08,3,2026-04-19,0.01,1943.56,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.025,1957,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.05,1964.6,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.1,1969.9,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.15,1982,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.2,1988,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.25,1996,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.3,1999.1,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.35,2003.95,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.4,2012.6,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.45,2019,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.5,2023,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.55,2029.8,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.6,2038.4,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.65,2044.7,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.7,2050.3,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.75,2054.25,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.8,2060.2,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.85,2065,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.9,2072.3,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.95,2086.05,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.975,2098.675,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.99,2107.02,"quantile","ILI incidence","AT"
2026-04-08,3,2026-04-19,0.01,93.96,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.025,100.9,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.05,105,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.1,107.9,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.15,109,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.2,111.8,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.25,114,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.3,115.7,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.35,117,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.4,118.6,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.45,120.55,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.5,123,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.55,124,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.6,126.4,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.65,127.35,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.7,129.3,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.75,130.25,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.8,133,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.85,135,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.9,138,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.95,144.05,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.975,145,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.99,146.02,"quantile","ILI incidence","BE"
2026-04-08,3,2026-04-19,0.01,0,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.025,0,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.05,0,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.1,1,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.15,1,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.2,1,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.25,1,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.3,2,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.35,2,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.4,2,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.45,3,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.5,3,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.55,3,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.6,3,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.65,4,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.7,4,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.75,4,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.8,4,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.85,5,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.9,5,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.95,6.05,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.975,7,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.99,7,"quantile","ILI incidence","HR"
2026-04-08,3,2026-04-19,0.01,23.99,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.025,24.475,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.05,25.95,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.1,30.9,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.15,32,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.2,33,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.25,33,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.3,36,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.35,37,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.4,38,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.45,39,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.5,40,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.55,41,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.6,42,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.65,42.35,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.7,43,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.75,44,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.8,46,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.85,46,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.9,47.1,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.95,50,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.975,50.525,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.99,51.04,"quantile","ILI incidence","CZ"
2026-04-08,3,2026-04-19,0.01,97,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.025,97.475,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.05,98.95,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.1,103,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.15,105.85,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.2,108,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.25,109.75,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.3,111,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.35,113.65,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.4,115,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.45,115,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.5,117,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.55,118,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.6,119,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.65,120,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.7,121.3,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.75,124,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.8,128.2,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.85,130,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.9,132.1,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.95,136,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.975,137.525,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.99,139.14,"quantile","ILI incidence","DK"
2026-04-08,3,2026-04-19,0.01,253.98,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.025,255.475,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.05,257.95,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.1,266.9,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.15,270.85,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.2,273,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.25,274.75,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.3,276,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.35,278.65,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.4,280,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.45,282.55,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.5,285,"quantile","ILI incidence","EE"
2026-04-08,3,2026-04-19,0.55,286,"quantile","ILI incidence","EE"
