origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.01,1950.2121252745264
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.025,1954.450467770756
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.05,1961.620728353961
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.1,1975.9753205644088
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.15,1990.807647698276
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.2,2003.8753067778907
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.25,2017.9368349442504
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.3,2030.62836096392
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.35,2043.5439814630563
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.4,2055.899090333954
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.45,2068.9741505984184
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.5,2083.441090372466
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.55,2096.2945923623724
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.6,2110.106088142285
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.65,2123.03312905326
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.7,2138.521792300701
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.75,2154.3098948393003
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.8,2169.9969657719294
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.85,2187.872882091642
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.9,2208.861718908447
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.95,2238.677612212889
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.975,2259.287624966074
2026-04-15,ILI incidence,-1,2026-03-29,AT,quantile,0.99,2285.1927759076366
2026-04-15,ILI incidence,0,2026-04-05,AT,quantile,0.01,1908.642910804175
2026-04-15,ILI incidence,0,2026-04-05,AT,quantile,0.025,1924.9102825255543
2026-04-15,ILI incidence,0,2026-04-05,AT,quantile,0.05,1937.60762339513
2026-04-15,ILI incidence,0,2026-04-05,AT,quantile,0.1,1952.8754634021268
2026-04-15,ILI incidence,0,2026-04-05,AT,quantile,0.15,1968.595475792712
